item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,extraction_status,http_status,page_title,icon_url,icon_pathname,icon_filename,image_url_count,flags,notes
Captured Ghost,captured ghost,captured-ghost,https://buddy.farm/i/captured-ghost/,uncertain,200,Captured Ghost,https://farmrpg.com/img/ghost.png,/img/ghost.png,ghost.png,41,unexpected_icon_path,The extracted icon URL did not use the expected /img/items/ path.
