item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,page_title,extraction_status,observation_status,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,flags,notes
Captured Ghost,captured ghost,captured-ghost,https://buddy.farm/i/captured-ghost/,Captured Ghost,uncertain,review_needed,https://farmrpg.com/img/ghost.png,/img/ghost.png,ghost.png,ghost,,unexpected_icon_path,The extracted icon URL did not use the expected /img/items/ path.
