item_name,canonical_key,buddy_url,notes
Lorn's Expedition Kit,lorn's expedition kit,https://buddy.farm/i/lorn-s-expedition-kit/,BL-325 alternate apostrophe slug after generated lorns-expedition-kit returned 404.
