item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,page_title,extraction_status,observation_status,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,flags,notes
Lorn's Expedition Kit,lorn s expedition kit,lorn-s-expedition-kit,https://buddy.farm/i/lorn-s-expedition-kit/,Lorn's Expedition Kit,icon_found,observed,https://farmrpg.com/img/items/Bag_with_strap.png,/img/items/Bag_with_strap.png,Bag_with_strap.png,Bag_with_strap,,,Observed from cached Buddy page-data item image; review before asset download or canonical promotion.
