item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,page_title,extraction_status,observation_status,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,flags,notes
Blitz Buddy Doll,blitz buddy doll,blitz-buddy-doll,https://buddy.farm/i/blitz-buddy-doll/,Blitz Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/Tidusbuddydoll.png,/img/items/Tidusbuddydoll.png,Tidusbuddydoll.png,Tidusbuddydoll,,,Observed from cached Buddy page-data item image; review before asset download or canonical promotion.
Croissant,croissant,croissant,https://buddy.farm/i/croissant/,Croissant,icon_found,observed,https://farmrpg.com/img/items/4757.png,/img/items/4757.png,4757.png,4757,4757,,Observed from cached Buddy page-data item image; review before asset download or canonical promotion.
Glyph Sphere,glyph sphere,glyph-sphere,https://buddy.farm/i/glyph-sphere/,Glyph Sphere,icon_found,observed,https://farmrpg.com/img/items/glyphsphere.png,/img/items/glyphsphere.png,glyphsphere.png,glyphsphere,,,Observed from cached Buddy page-data item image; review before asset download or canonical promotion.
Temple Voucher,temple voucher,temple-voucher,https://buddy.farm/i/temple-voucher/,Temple Voucher,icon_found,observed,https://farmrpg.com/img/items/7901.png,/img/items/7901.png,7901.png,7901,7901,,Observed from cached Buddy page-data item image; review before asset download or canonical promotion.
