item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,source_url,page_data_url,parser_version,notes
Beatrix's Booming Brawl Box 03,beatrix s booming brawl box 03,unknown,1513,beatrix-s-booming-brawl-box-03,buddy_item_evidence_cache,https://buddy.farm/i/beatrix-s-booming-brawl-box-03/,https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-03/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
