item_name,canonical_key,buddy_url,page_data_url,cache_file_name,status,http_status,source_status,fetched_at,flags,notes
Lorn's Expedition Kit,lorn's expedition kit,https://buddy.farm/i/lorn-s-expedition-kit/,https://buddy.farm/page-data/i/lorn-s-expedition-kit/page-data.json,lorn-s-expedition-kit__lorn-s-expedition-kit.json,cached,200,sources_blank,2026-08-09T04:35:25.629Z,sources_blank,BL-325 alternate apostrophe slug after generated lorns-expedition-kit returned 404.
