item_name,canonical_key,buddy_url,page_data_url,cache_file_name,status,http_status,source_status,fetched_at,flags,notes
Beatrix's Booming Brawl Box 03,beatrix's booming brawl box 03,https://buddy.farm/i/beatrix-s-booming-brawl-box-03/,https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-03/page-data.json,beatrix-s-booming-brawl-box-03__beatrix-s-booming-brawl-box-03.json,cached,200,sources_blank,2026-06-30T21:31:08.026Z,sources_blank,BL-318 alternate apostrophe slug candidate after generated slug returned 404.
