item_name,canonical_key,buddy_url,page_data_url,cache_file_name,http_status,source_status,recipes,used_in_recipes,drop_rates,pet_sources,openable_contents,openable_sources,wishing_well_outputs,wishing_well_inputs,quest_rows,unknown_detected_sections,flags,warnings
Mariya's Wheelbarrow,mariya s wheelbarrow,https://buddy.farm/i/mariyas-wheelbarrow/,https://buddy.farm/page-data/i/mariyas-wheelbarrow/page-data.json,mariya-s-wheelbarrow__mariyas-wheelbarrow.json,404,uncertain,0,0,0,0,0,0,0,0,0,,terminal_or_non_success_evidence; missing_item_payload,Evidence HTTP status is 404; source facts were not parsed.; No FarmRPG item payload was found in the cached Buddy page data.
