item_name,canonical_key,buddy_url,page_data_url,cache_file_name,status,http_status,source_status,fetched_at,flags,notes
Gardening Buddy Doll,gardening buddy doll,https://buddy.farm/i/gardening-buddy-doll/,https://buddy.farm/page-data/i/gardening-buddy-doll/page-data.json,gardening-buddy-doll__gardening-buddy-doll.json,cached,200,sources_blank,2026-06-30T21:30:28.265Z,sources_blank,BL-318 generated slug candidate from new item seed.
Twilight Squid,twilight squid,https://buddy.farm/i/twilight-squid/,https://buddy.farm/page-data/i/twilight-squid/page-data.json,twilight-squid__twilight-squid.json,cached,200,sources_blank,2026-06-30T21:30:28.265Z,sources_blank,BL-318 generated slug candidate from new item seed.
Unicorn Shell,unicorn shell,https://buddy.farm/i/unicorn-shell/,https://buddy.farm/page-data/i/unicorn-shell/page-data.json,unicorn-shell__unicorn-shell.json,cached,200,sources_blank,2026-06-30T21:30:28.265Z,sources_blank,BL-318 generated slug candidate from new item seed.
Safety Headgear,safety headgear,https://buddy.farm/i/safety-headgear/,https://buddy.farm/page-data/i/safety-headgear/page-data.json,safety-headgear__safety-headgear.json,cached,200,sources_blank,2026-06-30T21:30:28.265Z,sources_blank,BL-318 generated slug candidate from new item seed.
Beatrix's Booming Brawl Box 03,beatrix's booming brawl box 03,https://buddy.farm/i/beatrixs-booming-brawl-box-03/,https://buddy.farm/page-data/i/beatrixs-booming-brawl-box-03/page-data.json,beatrix-s-booming-brawl-box-03__beatrixs-booming-brawl-box-03.json,http_error,404,uncertain,2026-06-30T21:30:28.265Z,http_404,BL-318 generated slug candidate from new item seed; alternate apostrophe slug still reviewable if this target fails.; Expected a successful Buddy page-data fetch but received HTTP 404.
