item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,cache_status,http_status,cache_filename,local_relative_path,flags,notes
Monarch Butterfly,monarch butterfly,monarch-butterfly,https://buddy.farm/i/monarch-butterfly/,https://farmrpg.com/img/items/mbutterfly.png,/img/items/mbutterfly.png,mbutterfly.png,mbutterfly,1495,downloaded,200,mbutterfly-c97c2ff2972f.png,generated/item-icons/mbutterfly-c97c2ff2972f.png,,Observed from cached Buddy page-data for BL-330; user confirmed masterable and the cached page confirmed the item ID and icon.
