item_name,canonical_key,buddy_url,notes
Beatrix's Booming Brawl Box 03,beatrix's booming brawl box 03,https://buddy.farm/i/beatrix-s-booming-brawl-box-03/,BL-318 alternate apostrophe slug candidate after generated slug returned 404.
