item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,cache_status,http_status,cache_filename,local_relative_path,flags,notes
Blitz Buddy Doll,blitz buddy doll,blitz-buddy-doll,https://buddy.farm/i/blitz-buddy-doll/,https://farmrpg.com/img/items/Tidusbuddydoll.png,/img/items/Tidusbuddydoll.png,Tidusbuddydoll.png,Tidusbuddydoll,1533,downloaded,200,Tidusbuddydoll-f5125580c0f8.png,generated/item-icons/Tidusbuddydoll-f5125580c0f8.png,,Observed from cached Buddy page-data for BL-325; user confirmed not masterable.
Croissant,croissant,croissant,https://buddy.farm/i/croissant/,https://farmrpg.com/img/items/4757.png,/img/items/4757.png,4757.png,4757,1538,downloaded,200,4757-c38fd6c2b139.png,generated/item-icons/4757-c38fd6c2b139.png,,Observed from cached Buddy page-data for BL-325; user confirmed not masterable.
Glyph Sphere,glyph sphere,glyph-sphere,https://buddy.farm/i/glyph-sphere/,https://farmrpg.com/img/items/glyphsphere.png,/img/items/glyphsphere.png,glyphsphere.png,glyphsphere,1532,downloaded,200,glyphsphere-52f1d361292c.png,generated/item-icons/glyphsphere-52f1d361292c.png,,Observed from cached Buddy page-data for BL-325; user confirmed not masterable.
Lorn's Expedition Kit,lorn's expedition kit,lorn-s-expedition-kit,https://buddy.farm/i/lorn-s-expedition-kit/,https://farmrpg.com/img/items/Bag_with_strap.png,/img/items/Bag_with_strap.png,Bag_with_strap.png,Bag_with_strap,1531,downloaded,200,Bag_with_strap-0629ec28b49a.png,generated/item-icons/Bag_with_strap-0629ec28b49a.png,,Observed from cached Buddy page-data for BL-325; generated no-apostrophe slug 404ed and alternate apostrophe slug was confirmed; user confirmed not masterable.
Temple Voucher,temple voucher,temple-voucher,https://buddy.farm/i/temple-voucher/,https://farmrpg.com/img/items/7901.png,/img/items/7901.png,7901.png,7901,1522,downloaded,200,7901-db3810cd20c8.png,generated/item-icons/7901-db3810cd20c8.png,,Observed from cached Buddy page-data for BL-325; user confirmed not masterable.
