item_name,canonical_key,buddy_url,page_data_url,cache_file_name,current_status,http_status,source_status,fetched_at,evidence_age_days,recheck_state,suggested_recheck_date,recheck_reason,manual_next_action,flags,notes
Gold King Apple,gold king apple,https://buddy.farm/i/gold-king-apple/,https://buddy.farm/page-data/i/gold-king-apple/page-data.json,gold-king-apple__gold-king-apple.json,skip_fresh,200,sources_blank,2026-06-04T23:03:05.791Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Runecorn,runecorn,https://buddy.farm/i/runecorn/,https://buddy.farm/page-data/i/runecorn/page-data.json,runecorn__runecorn.json,skip_fresh,200,sources_blank,2026-06-04T23:05:10.363Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Tower Prep Pack 01,tower prep pack 01,https://buddy.farm/i/tower-prep-pack-01/,https://buddy.farm/page-data/i/tower-prep-pack-01/page-data.json,tower-prep-pack-01__tower-prep-pack-01.json,skip_fresh,200,sources_blank,2026-06-04T23:05:10.363Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg Buddy Doll,egg buddy doll,https://buddy.farm/i/egg-buddy-doll/,https://buddy.farm/page-data/i/egg-buddy-doll/page-data.json,egg-buddy-doll__egg-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:05:10.363Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Certificate of Beet Giving,certificate of beet giving,https://buddy.farm/i/certificate-of-beet-giving/,https://buddy.farm/page-data/i/certificate-of-beet-giving/page-data.json,certificate-of-beet-giving__certificate-of-beet-giving.json,skip_fresh,200,sources_blank,2026-06-04T23:05:10.363Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Sunflower Giving,certificate of sunflower giving,https://buddy.farm/i/certificate-of-sunflower-giving/,https://buddy.farm/page-data/i/certificate-of-sunflower-giving/page-data.json,certificate-of-sunflower-giving__certificate-of-sunflower-giving.json,skip_fresh,200,sources_blank,2026-06-04T23:05:10.363Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Slimeback,slimeback,https://buddy.farm/i/slimeback/,https://buddy.farm/page-data/i/slimeback/page-data.json,slimeback__slimeback.json,skip_fresh,200,sources_blank,2026-06-04T23:07:14.734Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Oceanite,oceanite,https://buddy.farm/i/oceanite/,https://buddy.farm/page-data/i/oceanite/page-data.json,oceanite__oceanite.json,skip_fresh,200,sources_blank,2026-06-04T23:07:14.734Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Tomato Giving,certificate of tomato giving,https://buddy.farm/i/certificate-of-tomato-giving/,https://buddy.farm/page-data/i/certificate-of-tomato-giving/page-data.json,certificate-of-tomato-giving__certificate-of-tomato-giving.json,skip_fresh,200,sources_blank,2026-06-04T23:07:14.734Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Birthday Surprise Box 04,birthday surprise box 04,https://buddy.farm/i/birthday-surprise-box-04/,https://buddy.farm/page-data/i/birthday-surprise-box-04/page-data.json,birthday-surprise-box-04__birthday-surprise-box-04.json,skip_fresh,200,sources_blank,2026-06-04T23:07:14.734Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Magmastone,magmastone,https://buddy.farm/i/magmastone/,https://buddy.farm/page-data/i/magmastone/page-data.json,magmastone__magmastone.json,skip_fresh,200,sources_blank,2026-06-04T23:07:14.734Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Happy Farmiversary Card,happy farmiversary card,https://buddy.farm/i/happy-farmiversary-card/,https://buddy.farm/page-data/i/happy-farmiversary-card/page-data.json,happy-farmiversary-card__happy-farmiversary-card.json,skip_fresh,200,sources_blank,2026-06-04T23:09:18.903Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Belt of Commander Uteer,belt of commander uteer,https://buddy.farm/i/belt-of-commander-uteer/,https://buddy.farm/page-data/i/belt-of-commander-uteer/page-data.json,belt-of-commander-uteer__belt-of-commander-uteer.json,skip_fresh,200,sources_blank,2026-06-04T23:09:18.903Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Banana Peel,banana peel,https://buddy.farm/i/banana-peel/,https://buddy.farm/page-data/i/banana-peel/page-data.json,banana-peel__banana-peel.json,skip_fresh,200,sources_blank,2026-06-04T23:09:18.903Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Garden Crate 01,garden crate 01,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,skip_fresh,200,sources_blank,2026-06-04T23:11:23.306Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Whistle,whistle,https://buddy.farm/i/whistle/,https://buddy.farm/page-data/i/whistle/page-data.json,whistle__whistle.json,skip_fresh,200,sources_blank,2026-06-04T23:11:23.306Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gift Basket 02,gift basket 02,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,skip_fresh,200,sources_blank,2026-06-04T23:11:23.306Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Glass Eye Urchin,glass eye urchin,https://buddy.farm/i/glass-eye-urchin/,https://buddy.farm/page-data/i/glass-eye-urchin/page-data.json,glass-eye-urchin__glass-eye-urchin.json,skip_fresh,200,sources_blank,2026-06-04T23:11:23.306Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Snowman Buddy Doll,snowman buddy doll,https://buddy.farm/i/snowman-buddy-doll/,https://buddy.farm/page-data/i/snowman-buddy-doll/page-data.json,snowman-buddy-doll__snowman-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:13:27.717Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Slobster,slobster,https://buddy.farm/i/slobster/,https://buddy.farm/page-data/i/slobster/page-data.json,slobster__slobster.json,skip_fresh,200,sources_blank,2026-06-04T23:13:27.717Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Calavera 02,calavera 02,https://buddy.farm/i/calavera-02/,https://buddy.farm/page-data/i/calavera-02/page-data.json,calavera-02__calavera-02.json,skip_fresh,200,sources_blank,2026-06-04T23:13:27.717Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Friendship Bracelet,friendship bracelet,https://buddy.farm/i/friendship-bracelet/,https://buddy.farm/page-data/i/friendship-bracelet/page-data.json,friendship-bracelet__friendship-bracelet.json,skip_fresh,200,sources_blank,2026-06-04T23:13:27.717Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Lavos Shard,lavos shard,https://buddy.farm/i/lavos-shard/,https://buddy.farm/page-data/i/lavos-shard/page-data.json,lavos-shard__lavos-shard.json,skip_fresh,200,sources_blank,2026-06-04T23:15:32.474Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Buddy's Old Pirate Belt,buddy's old pirate belt,https://buddy.farm/i/buddy-s-old-pirate-belt/,https://buddy.farm/page-data/i/buddy-s-old-pirate-belt/page-data.json,buddy-s-old-pirate-belt__buddy-s-old-pirate-belt.json,skip_fresh,200,sources_blank,2026-06-04T23:15:32.474Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Ship Wheel,ship wheel,https://buddy.farm/i/ship-wheel/,https://buddy.farm/page-data/i/ship-wheel/page-data.json,ship-wheel__ship-wheel.json,skip_fresh,200,sources_blank,2026-06-04T23:15:32.474Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fossilized Leaf,fossilized leaf,https://buddy.farm/i/fossilized-leaf/,https://buddy.farm/page-data/i/fossilized-leaf/page-data.json,fossilized-leaf__fossilized-leaf.json,skip_fresh,200,sources_blank,2026-06-04T23:15:32.474Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Cave Key,cave key,https://buddy.farm/i/cave-key/,https://buddy.farm/page-data/i/cave-key/page-data.json,cave-key__cave-key.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Carrot Giving,certificate of carrot giving,https://buddy.farm/i/certificate-of-carrot-giving/,https://buddy.farm/page-data/i/certificate-of-carrot-giving/page-data.json,certificate-of-carrot-giving__certificate-of-carrot-giving.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bogslug,bogslug,https://buddy.farm/i/bogslug/,https://buddy.farm/page-data/i/bogslug/page-data.json,bogslug__bogslug.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Orange Calcite,orange calcite,https://buddy.farm/i/orange-calcite/,https://buddy.farm/page-data/i/orange-calcite/page-data.json,orange-calcite__orange-calcite.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Treat Bag 05,treat bag 05,https://buddy.farm/i/treat-bag-05/,https://buddy.farm/page-data/i/treat-bag-05/page-data.json,treat-bag-05__treat-bag-05.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Toga Buddy Doll,toga buddy doll,https://buddy.farm/i/toga-buddy-doll/,https://buddy.farm/page-data/i/toga-buddy-doll/page-data.json,toga-buddy-doll__toga-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
frank's Bunny Mask,frank's bunny mask,https://buddy.farm/i/frank-s-bunny-mask/,https://buddy.farm/page-data/i/frank-s-bunny-mask/page-data.json,frank-s-bunny-mask__frank-s-bunny-mask.json,skip_fresh,200,sources_blank,2026-06-04T23:17:36.841Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Farmiversary Trophy 03,farmiversary trophy 03,https://buddy.farm/i/farmiversary-trophy-03/,https://buddy.farm/page-data/i/farmiversary-trophy-03/page-data.json,farmiversary-trophy-03__farmiversary-trophy-03.json,skip_fresh,200,sources_blank,2026-06-04T23:19:41.455Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Ram Skull 01,ram skull 01,https://buddy.farm/i/ram-skull-01/,https://buddy.farm/page-data/i/ram-skull-01/page-data.json,ram-skull-01__ram-skull-01.json,skip_fresh,200,sources_blank,2026-06-04T23:19:41.455Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Strange Temple Necklace,strange temple necklace,https://buddy.farm/i/strange-temple-necklace/,https://buddy.farm/page-data/i/strange-temple-necklace/page-data.json,strange-temple-necklace__strange-temple-necklace.json,skip_fresh,200,sources_blank,2026-06-04T23:19:41.455Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bog Barnacle,bog barnacle,https://buddy.farm/i/bog-barnacle/,https://buddy.farm/page-data/i/bog-barnacle/page-data.json,bog-barnacle__bog-barnacle.json,skip_fresh,200,sources_blank,2026-06-04T23:21:45.783Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Hotdog Buddy Doll,hotdog buddy doll,https://buddy.farm/i/hotdog-buddy-doll/,https://buddy.farm/page-data/i/hotdog-buddy-doll/page-data.json,hotdog-buddy-doll__hotdog-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:21:45.783Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bag of Snowballs,bag of snowballs,https://buddy.farm/i/bag-of-snowballs/,https://buddy.farm/page-data/i/bag-of-snowballs/page-data.json,bag-of-snowballs__bag-of-snowballs.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Strange Gem,strange gem,https://buddy.farm/i/strange-gem/,https://buddy.farm/page-data/i/strange-gem/page-data.json,strange-gem__strange-gem.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Broken Sword,broken sword,https://buddy.farm/i/broken-sword/,https://buddy.farm/page-data/i/broken-sword/page-data.json,broken-sword__broken-sword.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Onion Giving,certificate of onion giving,https://buddy.farm/i/certificate-of-onion-giving/,https://buddy.farm/page-data/i/certificate-of-onion-giving/page-data.json,certificate-of-onion-giving__certificate-of-onion-giving.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Apple Crate 01,apple crate 01,https://buddy.farm/i/apple-crate-01/,https://buddy.farm/page-data/i/apple-crate-01/page-data.json,apple-crate-01__apple-crate-01.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Cornucopia 03,cornucopia 03,https://buddy.farm/i/cornucopia-03/,https://buddy.farm/page-data/i/cornucopia-03/page-data.json,cornucopia-03__cornucopia-03.json,skip_fresh,200,sources_blank,2026-06-04T23:23:50.112Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Beatrix's Big Box of Boom,beatrix's big box of boom,https://buddy.farm/i/beatrix-s-big-box-of-boom/,https://buddy.farm/page-data/i/beatrix-s-big-box-of-boom/page-data.json,beatrix-s-big-box-of-boom__beatrix-s-big-box-of-boom.json,skip_fresh,200,sources_blank,2026-06-04T23:25:54.541Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Stone Fragment,stone fragment,https://buddy.farm/i/stone-fragment/,https://buddy.farm/page-data/i/stone-fragment/page-data.json,stone-fragment__stone-fragment.json,skip_fresh,200,sources_blank,2026-06-04T23:25:54.541Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Zombie Buddy Doll,zombie buddy doll,https://buddy.farm/i/zombie-buddy-doll/,https://buddy.farm/page-data/i/zombie-buddy-doll/page-data.json,zombie-buddy-doll__zombie-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:25:54.541Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
U'ral Talisman,u'ral talisman,https://buddy.farm/i/u-ral-talisman/,https://buddy.farm/page-data/i/u-ral-talisman/page-data.json,u-ral-talisman__u-ral-talisman.json,skip_fresh,200,sources_blank,2026-06-04T23:27:59.049Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Sporefly,sporefly,https://buddy.farm/i/sporefly/,https://buddy.farm/page-data/i/sporefly/page-data.json,sporefly__sporefly.json,skip_fresh,200,sources_blank,2026-06-04T23:27:59.049Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Magic Lamp,magic lamp,https://buddy.farm/i/magic-lamp/,https://buddy.farm/page-data/i/magic-lamp/page-data.json,magic-lamp__magic-lamp.json,skip_fresh,200,sources_blank,2026-06-04T23:27:59.049Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Swamp Gourd,swamp gourd,https://buddy.farm/i/swamp-gourd/,https://buddy.farm/page-data/i/swamp-gourd/page-data.json,swamp-gourd__swamp-gourd.json,skip_fresh,200,sources_blank,2026-06-04T23:30:03.373Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Treat Bag 06,treat bag 06,https://buddy.farm/i/treat-bag-06/,https://buddy.farm/page-data/i/treat-bag-06/page-data.json,treat-bag-06__treat-bag-06.json,skip_fresh,200,sources_blank,2026-06-04T23:30:03.373Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Rudolph,gold rudolph,https://buddy.farm/i/gold-rudolph/,https://buddy.farm/page-data/i/gold-rudolph/page-data.json,gold-rudolph__gold-rudolph.json,skip_fresh,200,sources_blank,2026-06-04T23:30:03.373Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Wreath,gold wreath,https://buddy.farm/i/gold-wreath/,https://buddy.farm/page-data/i/gold-wreath/page-data.json,gold-wreath__gold-wreath.json,skip_fresh,200,sources_blank,2026-06-04T23:30:03.373Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Inferno Ring,inferno ring,https://buddy.farm/i/inferno-ring/,https://buddy.farm/page-data/i/inferno-ring/page-data.json,inferno-ring__inferno-ring.json,skip_fresh,200,sources_blank,2026-06-04T23:30:03.373Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Runecube,runecube,https://buddy.farm/i/runecube/,https://buddy.farm/page-data/i/runecube/page-data.json,runecube__runecube.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fantastic Buddy Doll,fantastic buddy doll,https://buddy.farm/i/fantastic-buddy-doll/,https://buddy.farm/page-data/i/fantastic-buddy-doll/page-data.json,fantastic-buddy-doll__fantastic-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Buddy's School Bag,buddy's school bag,https://buddy.farm/i/buddy-s-school-bag/,https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json,buddy-s-school-bag__buddy-s-school-bag.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Blood Crystal,blood crystal,https://buddy.farm/i/blood-crystal/,https://buddy.farm/page-data/i/blood-crystal/page-data.json,blood-crystal__blood-crystal.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Frozen Playground Key,frozen playground key,https://buddy.farm/i/frozen-playground-key/,https://buddy.farm/page-data/i/frozen-playground-key/page-data.json,frozen-playground-key__frozen-playground-key.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
