item_name,canonical_key,buddy_url,page_data_url,cache_file_name,current_status,http_status,source_status,fetched_at,evidence_age_days,recheck_state,suggested_recheck_date,recheck_reason,manual_next_action,flags,notes
Owl Feather,owl feather,https://buddy.farm/i/owl-feather/,https://buddy.farm/page-data/i/owl-feather/page-data.json,owl-feather__owl-feather.json,skip_fresh,200,sources_blank,2026-06-04T23:32:08.314Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Moonbreaker,moonbreaker,https://buddy.farm/i/moonbreaker/,https://buddy.farm/page-data/i/moonbreaker/page-data.json,moonbreaker__moonbreaker.json,skip_fresh,200,sources_blank,2026-06-04T23:34:12.360Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,https://buddy.farm/i/beatrix-s-booming-brawl-box-01/,https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json,beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json,skip_fresh,200,sources_blank,2026-06-04T23:34:12.360Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Mossy Stone,mossy stone,https://buddy.farm/i/mossy-stone/,https://buddy.farm/page-data/i/mossy-stone/page-data.json,mossy-stone__mossy-stone.json,skip_fresh,200,sources_blank,2026-06-04T23:36:16.381Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Podcast Swear Jar,podcast swear jar,https://buddy.farm/i/podcast-swear-jar/,https://buddy.farm/page-data/i/podcast-swear-jar/page-data.json,podcast-swear-jar__podcast-swear-jar.json,skip_fresh,200,sources_blank,2026-06-04T23:36:16.381Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Growth Medallion I,growth medallion i,https://buddy.farm/i/growth-medallion-i/,https://buddy.farm/page-data/i/growth-medallion-i/page-data.json,growth-medallion-i__growth-medallion-i.json,skip_fresh,200,sources_blank,2026-06-04T23:36:16.381Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bone 03,bone 03,https://buddy.farm/i/bone-03/,https://buddy.farm/page-data/i/bone-03/page-data.json,bone-03__bone-03.json,skip_fresh,200,sources_blank,2026-06-04T23:38:21.088Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Magic Mirror,magic mirror,https://buddy.farm/i/magic-mirror/,https://buddy.farm/page-data/i/magic-mirror/page-data.json,magic-mirror__magic-mirror.json,skip_fresh,200,sources_blank,2026-06-04T23:38:21.088Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Blue Star Stomper,blue star stomper,https://buddy.farm/i/blue-star-stomper/,https://buddy.farm/page-data/i/blue-star-stomper/page-data.json,blue-star-stomper__blue-star-stomper.json,skip_fresh,200,sources_blank,2026-06-04T23:38:21.088Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Labubuddy Doll,labubuddy doll,https://buddy.farm/i/labubuddy-doll/,https://buddy.farm/page-data/i/labubuddy-doll/page-data.json,labubuddy-doll__labubuddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T23:38:21.088Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
11th Leaf Centerpiece,11th leaf centerpiece,https://buddy.farm/i/11th-leaf-centerpiece/,https://buddy.farm/page-data/i/11th-leaf-centerpiece/page-data.json,11th-leaf-centerpiece__11th-leaf-centerpiece.json,skip_fresh,200,sources_blank,2026-06-04T23:38:21.088Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Mechanical Heart,mechanical heart,https://buddy.farm/i/mechanical-heart/,https://buddy.farm/page-data/i/mechanical-heart/page-data.json,mechanical-heart__mechanical-heart.json,skip_fresh,200,sources_blank,2026-06-04T23:40:25.590Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Sugar Cane Seeds,sugar cane seeds,https://buddy.farm/i/sugar-cane-seeds/,https://buddy.farm/page-data/i/sugar-cane-seeds/page-data.json,sugar-cane-seeds__sugar-cane-seeds.json,skip_fresh,200,sources_blank,2026-06-04T23:40:25.590Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Brain Fungus,brain fungus,https://buddy.farm/i/brain-fungus/,https://buddy.farm/page-data/i/brain-fungus/page-data.json,brain-fungus__brain-fungus.json,skip_fresh,200,sources_blank,2026-06-04T23:40:25.590Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Spring Basket 03,spring basket 03,https://buddy.farm/i/spring-basket-03/,https://buddy.farm/page-data/i/spring-basket-03/page-data.json,spring-basket-03__spring-basket-03.json,skip_fresh,200,sources_blank,2026-06-04T23:40:25.590Z,2,sources_blank,2026-07-02,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Utal's Sabre,utal's sabre,https://buddy.farm/i/utal-s-sabre/,https://buddy.farm/page-data/i/utal-s-sabre/page-data.json,utal-s-sabre__utal-s-sabre.json,skip_fresh,200,sources_blank,2026-06-05T02:11:07.224Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Harpoon,harpoon,https://buddy.farm/i/harpoon/,https://buddy.farm/page-data/i/harpoon/page-data.json,harpoon__harpoon.json,skip_fresh,200,sources_blank,2026-06-05T02:11:07.224Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
List of Corn Puns,list of corn puns,https://buddy.farm/i/list-of-corn-puns/,https://buddy.farm/page-data/i/list-of-corn-puns/page-data.json,list-of-corn-puns__list-of-corn-puns.json,skip_fresh,200,sources_blank,2026-06-05T02:11:07.224Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Uncle Sam Buddy Doll,uncle sam buddy doll,https://buddy.farm/i/uncle-sam-buddy-doll/,https://buddy.farm/page-data/i/uncle-sam-buddy-doll/page-data.json,uncle-sam-buddy-doll__uncle-sam-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:11:07.224Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Slimed Buddy Doll,slimed buddy doll,https://buddy.farm/i/slimed-buddy-doll/,https://buddy.farm/page-data/i/slimed-buddy-doll/page-data.json,slimed-buddy-doll__slimed-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:18:34.679Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Mixed Nuts,mixed nuts,https://buddy.farm/i/mixed-nuts/,https://buddy.farm/page-data/i/mixed-nuts/page-data.json,mixed-nuts__mixed-nuts.json,skip_fresh,200,sources_blank,2026-06-05T02:18:34.679Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Mini Slime Squid,mini slime squid,https://buddy.farm/i/mini-slime-squid/,https://buddy.farm/page-data/i/mini-slime-squid/page-data.json,mini-slime-squid__mini-slime-squid.json,skip_fresh,200,sources_blank,2026-06-05T02:18:34.679Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Cabbage Giving,certificate of cabbage giving,https://buddy.farm/i/certificate-of-cabbage-giving/,https://buddy.farm/page-data/i/certificate-of-cabbage-giving/page-data.json,certificate-of-cabbage-giving__certificate-of-cabbage-giving.json,skip_fresh,200,sources_blank,2026-06-05T02:20:39.266Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bone 06,bone 06,https://buddy.farm/i/bone-06/,https://buddy.farm/page-data/i/bone-06/page-data.json,bone-06__bone-06.json,skip_fresh,200,sources_blank,2026-06-05T02:20:39.266Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Turkey Buddy Doll,turkey buddy doll,https://buddy.farm/i/turkey-buddy-doll/,https://buddy.farm/page-data/i/turkey-buddy-doll/page-data.json,turkey-buddy-doll__turkey-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:20:39.266Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Krampus Buddy Doll,krampus buddy doll,https://buddy.farm/i/krampus-buddy-doll/,https://buddy.farm/page-data/i/krampus-buddy-doll/page-data.json,krampus-buddy-doll__krampus-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:20:39.266Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Camping Buddy Doll,camping buddy doll,https://buddy.farm/i/camping-buddy-doll/,https://buddy.farm/page-data/i/camping-buddy-doll/page-data.json,camping-buddy-doll__camping-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:20:39.266Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Shark Jaws,shark jaws,https://buddy.farm/i/shark-jaws/,https://buddy.farm/page-data/i/shark-jaws/page-data.json,shark-jaws__shark-jaws.json,skip_fresh,200,sources_blank,2026-06-05T02:22:43.879Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Pillow Case 01,pillow case 01,https://buddy.farm/i/pillow-case-01/,https://buddy.farm/page-data/i/pillow-case-01/page-data.json,pillow-case-01__pillow-case-01.json,skip_fresh,200,sources_blank,2026-06-05T02:22:43.879Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Tombstone,tombstone,https://buddy.farm/i/tombstone/,https://buddy.farm/page-data/i/tombstone/page-data.json,tombstone__tombstone.json,skip_fresh,200,sources_blank,2026-06-05T02:22:43.879Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Forcepath's Book of Quest Requirements,forcepath's book of quest requirements,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,https://buddy.farm/page-data/i/forcepath-s-book-of-quest-requirements/page-data.json,forcepath-s-book-of-quest-requirements__forcepath-s-book-of-quest-requirements.json,skip_fresh,200,sources_blank,2026-06-05T02:22:43.879Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Growth Medallion II,growth medallion ii,https://buddy.farm/i/growth-medallion-ii/,https://buddy.farm/page-data/i/growth-medallion-ii/page-data.json,growth-medallion-ii__growth-medallion-ii.json,skip_fresh,200,sources_blank,2026-06-05T02:24:49.159Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Buddy Sweater,gold buddy sweater,https://buddy.farm/i/gold-buddy-sweater/,https://buddy.farm/page-data/i/gold-buddy-sweater/page-data.json,gold-buddy-sweater__gold-buddy-sweater.json,skip_fresh,200,sources_blank,2026-06-05T02:24:49.159Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Farmiversary Trophy 04,farmiversary trophy 04,https://buddy.farm/i/farmiversary-trophy-04/,https://buddy.farm/page-data/i/farmiversary-trophy-04/page-data.json,farmiversary-trophy-04__farmiversary-trophy-04.json,skip_fresh,200,sources_blank,2026-06-05T02:24:49.159Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Pitviper Tail,pitviper tail,https://buddy.farm/i/pitviper-tail/,https://buddy.farm/page-data/i/pitviper-tail/page-data.json,pitviper-tail__pitviper-tail.json,skip_fresh,200,sources_blank,2026-06-05T02:24:49.159Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Magical Chest 02,magical chest 02,https://buddy.farm/i/magical-chest-02/,https://buddy.farm/page-data/i/magical-chest-02/page-data.json,magical-chest-02__magical-chest-02.json,skip_fresh,200,sources_blank,2026-06-05T02:24:49.159Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Traveler's Bag 01,traveler s bag 01,https://buddy.farm/i/traveler-s-bag-01/,https://buddy.farm/page-data/i/traveler-s-bag-01/page-data.json,traveler-s-bag-01__traveler-s-bag-01.json,skip_fresh,200,sources_blank,2026-06-05T02:26:53.643Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Apple Slice,apple slice,https://buddy.farm/i/apple-slice/,https://buddy.farm/page-data/i/apple-slice/page-data.json,apple-slice__apple-slice.json,skip_fresh,200,sources_blank,2026-06-05T02:26:53.643Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Lucky Cat Buddy Doll,lucky cat buddy doll,https://buddy.farm/i/lucky-cat-buddy-doll/,https://buddy.farm/page-data/i/lucky-cat-buddy-doll/page-data.json,lucky-cat-buddy-doll__lucky-cat-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:26:53.643Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bahltruvian Scales,bahltruvian scales,https://buddy.farm/i/bahltruvian-scales/,https://buddy.farm/page-data/i/bahltruvian-scales/page-data.json,bahltruvian-scales__bahltruvian-scales.json,skip_fresh,200,sources_blank,2026-06-05T02:26:53.643Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Apple Crate 02,apple crate 02,https://buddy.farm/i/apple-crate-02/,https://buddy.farm/page-data/i/apple-crate-02/page-data.json,apple-crate-02__apple-crate-02.json,skip_fresh,200,sources_blank,2026-06-05T02:26:53.643Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Anchor,anchor,https://buddy.farm/i/anchor/,https://buddy.farm/page-data/i/anchor/page-data.json,anchor__anchor.json,skip_fresh,200,sources_blank,2026-06-05T02:28:58.078Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Beach Towel,beach towel,https://buddy.farm/i/beach-towel/,https://buddy.farm/page-data/i/beach-towel/page-data.json,beach-towel__beach-towel.json,skip_fresh,200,sources_blank,2026-06-05T02:28:58.078Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Sombrero,sombrero,https://buddy.farm/i/sombrero/,https://buddy.farm/page-data/i/sombrero/page-data.json,sombrero__sombrero.json,skip_fresh,200,sources_blank,2026-06-05T02:28:58.078Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Plum Ore,plum ore,https://buddy.farm/i/plum-ore/,https://buddy.farm/page-data/i/plum-ore/page-data.json,plum-ore__plum-ore.json,skip_fresh,200,sources_blank,2026-06-05T02:28:58.078Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Leprechaun Buddy Doll,leprechaun buddy doll,https://buddy.farm/i/leprechaun-buddy-doll/,https://buddy.farm/page-data/i/leprechaun-buddy-doll/page-data.json,leprechaun-buddy-doll__leprechaun-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:28:58.078Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Leek Giving,certificate of leek giving,https://buddy.farm/i/certificate-of-leek-giving/,https://buddy.farm/page-data/i/certificate-of-leek-giving/page-data.json,certificate-of-leek-giving__certificate-of-leek-giving.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Boobun's Spray Bottle,boobun's spray bottle,https://buddy.farm/i/boobun-s-spray-bottle/,https://buddy.farm/page-data/i/boobun-s-spray-bottle/page-data.json,boobun-s-spray-bottle__boobun-s-spray-bottle.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bar of Silver,bar of silver,https://buddy.farm/i/bar-of-silver/,https://buddy.farm/page-data/i/bar-of-silver/page-data.json,bar-of-silver__bar-of-silver.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Magenta Growth,magenta growth,https://buddy.farm/i/magenta-growth/,https://buddy.farm/page-data/i/magenta-growth/page-data.json,magenta-growth__magenta-growth.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fangs,fangs,https://buddy.farm/i/fangs/,https://buddy.farm/page-data/i/fangs/page-data.json,fangs__fangs.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Lucky Spiral Belt,lucky spiral belt,https://buddy.farm/i/lucky-spiral-belt/,https://buddy.farm/page-data/i/lucky-spiral-belt/page-data.json,lucky-spiral-belt__lucky-spiral-belt.json,skip_fresh,200,sources_blank,2026-06-05T02:31:02.736Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Certificate of Radish Giving,certificate of radish giving,https://buddy.farm/i/certificate-of-radish-giving/,https://buddy.farm/page-data/i/certificate-of-radish-giving/page-data.json,certificate-of-radish-giving__certificate-of-radish-giving.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fall Basket,fall basket,https://buddy.farm/i/fall-basket/,https://buddy.farm/page-data/i/fall-basket/page-data.json,fall-basket__fall-basket.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Vampire Buddy Doll,vampire buddy doll,https://buddy.farm/i/vampire-buddy-doll/,https://buddy.farm/page-data/i/vampire-buddy-doll/page-data.json,vampire-buddy-doll__vampire-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Nightshade Cap,nightshade cap,https://buddy.farm/i/nightshade-cap/,https://buddy.farm/page-data/i/nightshade-cap/page-data.json,nightshade-cap__nightshade-cap.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Maduin's Cup,maduin's cup,https://buddy.farm/i/maduin-s-cup/,https://buddy.farm/page-data/i/maduin-s-cup/page-data.json,maduin-s-cup__maduin-s-cup.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Cornucopia 02,cornucopia 02,https://buddy.farm/i/cornucopia-02/,https://buddy.farm/page-data/i/cornucopia-02/page-data.json,cornucopia-02__cornucopia-02.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Rosalie's Beach Tote,rosalie's beach tote,https://buddy.farm/i/rosalie-s-beach-tote/,https://buddy.farm/page-data/i/rosalie-s-beach-tote/page-data.json,rosalie-s-beach-tote__rosalie-s-beach-tote.json,skip_fresh,200,sources_blank,2026-06-05T02:33:07.093Z,1,sources_blank,2026-07-03,Buddy page currently has no known non-empty source sections.,"Wait until the suggested date, then recheck in a bounded manual cache run.",sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
