item_name,canonical_key,buddy_url,page_data_url,cache_file_name,http_status,source_status,recipes,used_in_recipes,drop_rates,pet_sources,openable_contents,openable_sources,wishing_well_outputs,wishing_well_inputs,quest_rows,unknown_detected_sections,flags,warnings
Lorn's Expedition Kit,lorn s expedition kit,https://buddy.farm/i/lorn-s-expedition-kit/,https://buddy.farm/page-data/i/lorn-s-expedition-kit/page-data.json,lorn-s-expedition-kit__lorn-s-expedition-kit.json,200,sources_blank,0,0,0,0,11,0,0,0,0,,,
