item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,extraction_status,http_status,page_title,icon_url,icon_pathname,icon_filename,image_url_count,flags,notes
10 Gold,10 gold,10-gold,https://buddy.farm/i/10-gold/,icon_found,200,10 Gold,https://farmrpg.com/img/items/10gold.png,/img/items/10gold.png,10gold.png,6,,
100 Gold,100 gold,100-gold,https://buddy.farm/i/100-gold/,icon_found,200,100 Gold,https://farmrpg.com/img/items/goldpouch2.png,/img/items/goldpouch2.png,goldpouch2.png,9,,
11th Leaf Centerpiece,11th leaf centerpiece,11th-leaf-centerpiece,https://buddy.farm/i/11th-leaf-centerpiece/,icon_found,200,11th Leaf Centerpiece,https://farmrpg.com/img/items/centerpiece.png,/img/items/centerpiece.png,centerpiece.png,1,,
