item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,icon_url,cache_status,http_status,cache_filename,local_relative_path,flags,notes
10 Gold,10 gold,10-gold,https://buddy.farm/i/10-gold/,https://farmrpg.com/img/items/10gold.png,failed,,10gold-bd63bf199aa1.png,generated/item-icons-sample/10gold-bd63bf199aa1.png,fetch_error,fetch failed
100 Gold,100 gold,100-gold,https://buddy.farm/i/100-gold/,https://farmrpg.com/img/items/goldpouch2.png,failed,,goldpouch2-36d0283617a3.png,generated/item-icons-sample/goldpouch2-36d0283617a3.png,fetch_error,fetch failed
11th Leaf Centerpiece,11th leaf centerpiece,11th-leaf-centerpiece,https://buddy.farm/i/11th-leaf-centerpiece/,https://farmrpg.com/img/items/centerpiece.png,failed,,centerpiece-54b122c6b71c.png,generated/item-icons-sample/centerpiece-54b122c6b71c.png,fetch_error,fetch failed
