item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,cache_status,http_status,cache_filename,local_relative_path,flags,notes
11th Leaf Centerpiece,11th leaf centerpiece,11th-leaf-centerpiece,https://buddy.farm/i/11th-leaf-centerpiece/,https://farmrpg.com/img/items/centerpiece.png,/img/items/centerpiece.png,centerpiece.png,centerpiece,,downloaded,200,centerpiece-54b122c6b71c.png,generated/item-icons-structure-check-2026-03-22/centerpiece-54b122c6b71c.png,,
Apple Ant Buddy Doll,apple ant buddy doll,apple-ant-buddy-doll,https://buddy.farm/i/apple-ant-buddy-doll/,https://farmrpg.com/img/items/ant_apple_buddy_doll.png,/img/items/ant_apple_buddy_doll.png,ant_apple_buddy_doll.png,ant_apple_buddy_doll,,downloaded,200,ant_apple_buddy_doll-bd8376fcca62.png,generated/item-icons-structure-check-2026-03-22/ant_apple_buddy_doll-bd8376fcca62.png,,
Board,board,board,https://buddy.farm/i/board/,https://farmrpg.com/img/items/5885.png,/img/items/5885.png,5885.png,5885,5885,downloaded,200,5885-b7d4ab025c3d.png,generated/item-icons-structure-check-2026-03-22/5885-b7d4ab025c3d.png,,
Fancy Pipe,fancy pipe,fancy-pipe,https://buddy.farm/i/fancy-pipe/,https://farmrpg.com/img/items/7275.png?1,/img/items/7275.png,7275.png,7275,7275,downloaded,200,7275-115d2620b888.png,generated/item-icons-structure-check-2026-03-22/7275-115d2620b888.png,,
